6.839603	6.404282	1
9.285261	9.855790	1
6.626460	5.591852	1
18.017055	18.529090	0
16.473483	17.309802	0
16.000929	16.159081	0
14.963139	12.636749	0
1.049363	1.566248	2
16.829675	16.304622	0
7.035200	6.147989	1
-0.168494	-0.172244	2
8.133922	7.981468	1
16.408910	16.889413	0
-0.735477	0.075624	2
9.933715	9.968537	1
-0.363760	-1.802902	2
-2.187937	-0.463103	2
-1.727844	-0.559923	2
15.113768	14.296979	0
-0.673755	-0.173353	2
0.021201	-0.254563	2
-0.103560	1.284837	2
16.071076	15.562359	0
-1.386690	-0.447079	2
0.124872	0.039898	2
0.815936	2.035441	2
15.244277	14.349742	0
8.032771	8.907380	1
8.366761	7.252895	1
6.861271	7.308059	1
6.981708	6.989846	1
7.688809	5.364670	1
16.363536	17.154484	0
-1.134701	-2.812984	2
1.527090	0.951524	2
14.743043	14.390322	0
16.984032	16.218905	0
8.982675	10.223103	1
-0.471370	0.550119	2
17.168106	19.236306	0
-0.468381	0.593759	2
6.625038	6.268157	1
15.460728	15.942657	0
15.372183	14.632046	0
7.650164	7.451857	1
8.373933	8.710488	1
-0.433617	-2.700471	2
0.908850	-0.445681	2
7.953479	10.312888	1
6.738033	6.922779	1
8.911367	7.829479	1
14.805469	14.840175	0
8.400986	8.429248	1
7.837239	7.816538	1
15.430647	15.304286	0
15.034140	15.442647	0
7.439222	8.361167	1
14.927392	14.641297	0
6.107342	4.701768	1
-0.549602	-0.349612	2
14.171917	13.729488	0
16.495947	15.815997	0
6.605803	7.341289	1
-0.420791	-0.024106	2
-0.724421	0.316568	2
-1.171188	-3.401363	2
8.339306	8.200575	1
8.346927	7.982364	1
1.145854	1.343924	2
16.244304	15.369426	0
-0.064296	0.754125	2
9.242416	7.419647	1
15.709220	16.366592	0
16.506323	17.643360	0
0.081335	-0.781688	2
14.056446	14.289823	0
-0.093283	-0.162078	2
0.122403	1.457701	2
8.052139	9.521159	1
7.601130	7.481165	1
1.343173	1.004478	2
15.493680	14.591548	0
17.429897	17.608686	0
15.786570	17.034221	0
6.989015	9.231672	1
16.840433	18.001276	0
7.755857	7.903348	1
-0.173446	-1.063871	2
16.363251	16.285917	0
0.939916	-0.094052	2
6.790631	7.672009	1
6.811716	8.853160	1
15.658460	14.471786	0
-0.639888	-0.911231	2
0.410101	1.976233	2
8.561988	7.603013	1
17.245132	18.058441	0
1.034703	-0.601342	2
7.760408	6.325921	1
15.967646	14.568637	0
7.663655	8.560648	1
0.139275	0.725614	2
8.773766	10.263657	1
16.001014	16.297435	0
7.284344	9.613083	1
16.523640	15.475908	0
16.481569	16.475855	0
8.674958	10.487235	1
7.383840	7.585828	1
8.725546	9.795047	1
-0.338437	-0.620078	2
0.451937	-0.533299	2
15.731274	15.614668	0
15.523954	14.376794	0
15.664177	14.998583	0
17.330132	16.731716	0
8.937481	7.202124	1
-0.352083	-1.631941	2
16.019794	14.369915	0
16.827988	16.040946	0
7.639847	7.618219	1
-0.616048	0.243858	2
7.499332	7.399743	1
-2.268054	-1.038326	2
-0.852899	-1.255231	2
17.851482	18.720989	0
15.790451	13.547676	0
-0.354724	-1.165701	2
17.106098	18.016724	0
17.623989	18.518926	0
7.516800	7.538563	1
8.208676	8.142793	1
0.507075	0.177071	2
7.147089	6.478193	1
8.388876	5.648085	1
7.736907	7.764223	1
15.908694	15.930059	0
15.770597	14.928531	0
15.613260	15.964119	0
8.072093	6.592067	1
7.910715	7.947714	1
-0.856230	-0.986505	2
-0.854152	-1.576581	2
8.217410	9.301932	1
-1.883250	-1.378920	2
0.265694	1.358825	2
15.438727	14.998700	0
16.084083	16.546649	0
6.545036	7.278654	1
6.193344	6.972585	1
14.598671	15.659091	0
13.406897	13.425667	0
8.001926	7.634713	1
-1.364074	-0.484782	2
1.383295	2.235136	2
16.987380	17.350645	0
0.568235	-0.266564	2
8.088831	8.786509	1
0.421578	0.163840	2
-0.405780	-0.182702	2
7.074853	7.105329	1
15.952690	15.350121	0
17.032836	17.973551	0
7.258390	7.784646	1
15.902513	15.561370	0
-1.540139	0.429683	2
-1.457111	-0.672606	2
-0.164667	-2.536485	2
17.019563	15.909691	0
17.973760	18.881725	0
15.909371	17.368702	0
9.203189	7.852431	1
14.844746	14.865526	0
-0.915026	-0.778171	2
0.794363	0.881554	2
-0.802186	-0.405862	2
17.296340	17.562274	0
0.273550	1.802340	2
16.010321	17.119576	0
17.839127	19.999130	0
-0.337993	0.298600	2
8.279398	8.567670	1
-0.064365	-0.344098	2
8.988176	10.178767	1
7.589865	6.110622	1
7.711437	7.886618	1
7.831853	7.766710	1
14.318987	14.705105	0
6.397292	6.861463	1
8.748180	7.953203	1
-0.964800	-0.410734	2
15.919967	16.596488	0
