0.042621	0.705087
0.140649	1.676077
0.729711	98.287450
0.420368	0.893020
0.055112	-1.784342
0.335700	-2.039774
0.480745	-1.165972
0.039408	-2.453546
0.713000	99.181124
0.437107	2.288551
0.553328	99.909260
0.146352	-3.900741
0.753615	97.640436
0.739062	100.411664
0.391077	0.380562
0.887119	102.018433
0.090234	-1.872570
0.870459	97.253294
0.174066	0.716029
0.698476	96.591450
0.463064	0.197371
0.201708	-3.424533
0.335499	-2.823621
0.873611	101.105294
0.315239	1.893852
0.258688	-0.604888
0.331030	2.185822
0.938692	98.758321
0.390971	5.619469
0.946373	101.358201
0.841116	100.136301
0.652268	101.167615
0.488903	1.912745
0.076776	0.631315
0.078587	-0.173226
0.690439	103.351735
0.992771	99.322329
0.357646	-1.662827
0.996224	100.969483
0.431983	-2.332204
0.084956	-0.153660
0.416978	-3.185275
0.483920	-0.400342
0.351282	-0.212100
0.696687	100.399345
0.610816	100.447063
0.876386	97.717446
0.290065	-1.402790
0.561540	97.719979
0.521387	102.671802
0.124250	-1.447424
0.760795	100.973153
0.813137	98.418078
0.322203	-0.210448
0.222080	-2.382876
0.012078	0.145758
0.215864	-1.753234
0.286381	-0.029690
0.504148	100.382630
0.853875	97.561672
0.077604	1.836922
0.533825	100.804076
0.197164	-1.982653
0.915268	96.773211
0.637298	98.012823
0.222793	0.879413
0.403267	1.696757
0.365798	-1.228388
0.470756	-3.196883
0.007890	-0.725592
0.348122	3.658900
0.816112	102.003904
0.752076	101.766783
0.722139	99.311245
0.050637	-0.053007
0.794114	96.183380
0.416684	-2.133790
0.019078	-2.772976
0.875982	99.771033
0.393920	-0.334077
0.240991	-1.351481
0.975677	98.774986
0.790547	99.321853
0.437987	-1.925655
0.164944	1.045779
0.197404	0.812910
0.679754	101.643453
0.579659	101.453164
0.022060	-0.116585
0.181261	-2.269127
0.223999	-2.179047
0.409925	1.365931
0.360634	-4.286442
0.164986	-0.749713
0.583409	99.378572
0.741431	102.861904
0.494034	-1.145858
0.411789	2.687350
0.940651	102.052953
0.680743	99.299124
0.453674	-3.107414
0.164892	1.666987
0.778335	99.863542
0.336990	0.938736
0.501560	101.008483
0.855588	101.125709
0.654224	100.980805
0.653707	98.019920
0.588863	96.945577
0.385631	3.146359
0.050457	-0.106757
0.822597	100.607049
0.208452	-0.460245
0.040589	0.069251
0.731871	104.981635
0.427191	-3.934995
0.623521	97.676660
0.203501	-0.529907
0.181543	0.705354
0.289069	1.085134
0.652419	98.896461
0.111964	3.514297
0.277014	2.301090
0.497381	-1.877630
0.994973	98.092916
0.084255	3.147329
0.084836	-2.263086
0.629725	103.448042
0.741841	99.908137
0.788823	99.790969
0.063125	-2.847334
0.413608	-2.245895
0.527976	101.466569
0.596276	101.079191
0.845748	100.308275
0.976452	100.197745
0.475051	2.563985
0.694542	99.125422
0.390583	-1.652652
0.580233	99.861938
0.622445	97.933787
0.744950	102.392552
0.414662	-1.727387
0.648774	101.371751
0.013468	-1.718182
0.781245	98.393098
0.871697	103.241025
0.198555	0.407556
0.427669	-1.826682
0.281457	0.137682
0.837984	98.909162
0.424066	1.060564
0.837252	100.688719
0.369463	1.061182
0.034532	-0.423989
0.481137	-0.008675
0.156752	-0.713391
0.661411	99.255937
0.176114	-0.302831
0.478959	-0.367422
0.874168	97.783253
0.167500	-0.829583
0.864995	99.961025
0.915850	99.090509
0.717802	100.059025
0.497465	-2.379605
0.351879	-1.832181
0.600021	99.967671
0.653842	100.114605
0.235046	-0.002983
0.608262	99.428381
0.979362	95.533709
0.178479	-0.697517
0.770679	99.313631
0.605045	101.927861
0.342313	-1.473575
0.927246	101.401583
0.623712	100.875627
0.764501	97.575820
0.670568	101.465970
0.799404	100.978750
0.999679	95.883283
0.341203	-2.047895
0.640206	98.109133
0.898167	100.648327
0.538279	97.178557
0.804254	102.052744
0.641926	99.911401
0.248823	-1.025944
0.830591	100.349505
0.468414	-2.691770
0.492944	0.405210
0.309762	1.995071
0.951799	99.978873
0.935369	104.094296
0.336673	-4.239911
0.872527	102.585224
0.837085	103.322194
0.525039	99.419610
0.504804	102.986424
